sample_col_name,INDEX,FILE_NAME,FILE_CODE,SAMPLE_NAME,LABEL,SEQUENCE,sample_type,batch_id,group_label,merged_sample_id
132 / P1_Bio_0008,132,20200110_Harm2_4GHz_0132.d,20200318222758367-2484807,20200110_Plate1_028,P1_Bio_0008,P001:139 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0008,Batch2_0110 DATA::132 / P1_Bio_0008
133 / P1_Bio_0008,133,20200110_Harm2_4GHz_0133.d,20200318222759677-2484808,20200110_Plate1_028,P1_Bio_0008,P001:140 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0008,Batch2_0110 DATA::133 / P1_Bio_0008
134 / water,134,20200110_Harm2_4GHz_0134.d,20200318222800894-2484809,ctrl_p01_c1,water,P001:141 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::134 / water
135 / water,135,20200110_Harm2_4GHz_0135.d,20200318222802059-2484810,ctrl_p01_c2,water,P001:142 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::135 / water
136 / P1_AA_0064,136,20200110_Harm2_4GHz_0136.d,20200318222803061-2484811,20200110_Plate1_043,P1_AA_0064,P001:143 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0064,Batch2_0110 DATA::136 / P1_AA_0064
137 / P1_AA_0064,137,20200110_Harm2_4GHz_0137.d,20200318222804112-2484812,20200110_Plate1_043,P1_AA_0064,P001:144 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0064,Batch2_0110 DATA::137 / P1_AA_0064
138 / P1_AA_0064,138,20200110_Harm2_4GHz_0138.d,20200318222805188-2484813,20200110_Plate1_043,P1_AA_0064,P001:145 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0064,Batch2_0110 DATA::138 / P1_AA_0064
139 / water,139,20200110_Harm2_4GHz_0139.d,20200318222806222-2484814,ctrl_p01_c1,water,P001:146 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::139 / water
140 / water,140,20200110_Harm2_4GHz_0140.d,20200318222807301-2484815,ctrl_p01_c2,water,P001:147 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::140 / water
141 / P1_Full_0004,141,20200110_Harm2_4GHz_0141.d,20200318222808348-2484816,20200110_Plate1_015,P1_Full_0004,P001:148 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0004,Batch2_0110 DATA::141 / P1_Full_0004
142 / P1_Full_0004,142,20200110_Harm2_4GHz_0142.d,20200318222809413-2484817,20200110_Plate1_015,P1_Full_0004,P001:149 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0004,Batch2_0110 DATA::142 / P1_Full_0004
143 / P1_Full_0004,143,20200110_Harm2_4GHz_0143.d,20200318222810516-2484818,20200110_Plate1_015,P1_Full_0004,P001:150 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0004,Batch2_0110 DATA::143 / P1_Full_0004
144 / water,144,20200110_Harm2_4GHz_0144.d,20200318222811515-2484819,ctrl_p01_c1,water,P001:151 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::144 / water
145 / water,145,20200110_Harm2_4GHz_0145.d,20200318222812448-2484820,ctrl_p01_c2,water,P001:152 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::145 / water
146 / P1_FA_0512,146,20200110_Harm2_4GHz_0146.d,20200318222813479-2484821,20200110_Plate1_058,P1_FA_0512,P001:153 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0512,Batch2_0110 DATA::146 / P1_FA_0512
147 / P1_FA_0512,147,20200110_Harm2_4GHz_0147.d,20200318222814603-2484822,20200110_Plate1_058,P1_FA_0512,P001:154 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0512,Batch2_0110 DATA::147 / P1_FA_0512
148 / P1_FA_0512,148,20200110_Harm2_4GHz_0148.d,20200318222815641-2484823,20200110_Plate1_058,P1_FA_0512,P001:155 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0512,Batch2_0110 DATA::148 / P1_FA_0512
149 / P1_Full_0032,149,20200110_Harm2_4GHz_0149.d,20200318222816696-2484824,20200110_Plate1_018,P1_Full_0032,P001:158 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0032,Batch2_0110 DATA::149 / P1_Full_0032
150 / P1_Full_0032,150,20200110_Harm2_4GHz_0150.d,20200318222817903-2484825,20200110_Plate1_018,P1_Full_0032,P001:159 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0032,Batch2_0110 DATA::150 / P1_Full_0032
151 / P1_Full_0032,151,20200110_Harm2_4GHz_0151.d,20200318222818950-2484826,20200110_Plate1_018,P1_Full_0032,P001:160 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0032,Batch2_0110 DATA::151 / P1_Full_0032
152 / water,152,20200110_Harm2_4GHz_0152.d,20200318222819950-2484827,ctrl_p01_c1,water,P001:161 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::152 / water
153 / water,153,20200110_Harm2_4GHz_0153.d,20200318222820922-2484828,ctrl_p01_c2,water,P001:162 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::153 / water
154 / P1_SRM_0001,154,20200110_Harm2_4GHz_0154.d,20200318222821946-2484829,20200110_Plate1_01,P1_SRM_0001,P001:163 seq1,srm,Batch2_0110 DATA,P1_SRM_0001,Batch2_0110 DATA::154 / P1_SRM_0001
155 / P1_SRM_0001,155,20200110_Harm2_4GHz_0155.d,20200318222823137-2484830,20200110_Plate1_01,P1_SRM_0001,P001:164 seq1,srm,Batch2_0110 DATA,P1_SRM_0001,Batch2_0110 DATA::155 / P1_SRM_0001
156 / P1_SRM_0001,156,20200110_Harm2_4GHz_0156.d,20200318222824384-2484831,20200110_Plate1_01,P1_SRM_0001,P001:165 seq1,srm,Batch2_0110 DATA,P1_SRM_0001,Batch2_0110 DATA::156 / P1_SRM_0001
157 / water,157,20200110_Harm2_4GHz_0157.d,20200318222825674-2484832,ctrl_p01_c1,water,P001:166 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::157 / water
158 / water,158,20200110_Harm2_4GHz_0158.d,20200318222826834-2484833,ctrl_p01_c2,water,P001:167 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::158 / water
159 / P1_Full_0128,159,20200110_Harm2_4GHz_0159.d,20200318222827865-2484834,20200110_Plate1_020,P1_Full_0128,P001:168 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0128,Batch2_0110 DATA::159 / P1_Full_0128
160 / P1_Full_0128,160,20200110_Harm2_4GHz_0160.d,20200318222828892-2484835,20200110_Plate1_020,P1_Full_0128,P001:169 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0128,Batch2_0110 DATA::160 / P1_Full_0128
161 / P1_Full_0128,161,20200110_Harm2_4GHz_0161.d,20200318222829929-2484836,20200110_Plate1_020,P1_Full_0128,P001:170 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Full_0128,Batch2_0110 DATA::161 / P1_Full_0128
162 / water,162,20200110_Harm2_4GHz_0162.d,20200318222830939-2484837,ctrl_p01_c1,water,P001:171 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::162 / water
163 / P1_SRM_0064,163,20200110_Harm2_4GHz_0163.d,20200318222831973-2484838,20200110_Plate1_07,P1_SRM_0064,P001:173 seq1,srm,Batch2_0110 DATA,P1_SRM_0064,Batch2_0110 DATA::163 / P1_SRM_0064
164 / P1_SRM_0064,164,20200110_Harm2_4GHz_0164.d,20200318222833000-2484839,20200110_Plate1_07,P1_SRM_0064,P001:174 seq1,srm,Batch2_0110 DATA,P1_SRM_0064,Batch2_0110 DATA::164 / P1_SRM_0064
165 / P1_SRM_0064,165,20200110_Harm2_4GHz_0165.d,20200318222834050-2484840,20200110_Plate1_07,P1_SRM_0064,P001:175 seq1,srm,Batch2_0110 DATA,P1_SRM_0064,Batch2_0110 DATA::165 / P1_SRM_0064
166 / water,166,20200110_Harm2_4GHz_0166.d,20200318222835156-2484841,ctrl_p01_c1,water,P001:176 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::166 / water
167 / water,167,20200110_Harm2_4GHz_0167.d,20200318222836191-2484842,ctrl_p01_c2,water,P001:177 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::167 / water
168 / P1_FA_0002,168,20200110_Harm2_4GHz_0168.d,20200318222837212-2484843,20200110_Plate1_050,P1_FA_0002,P001:178 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0002,Batch2_0110 DATA::168 / P1_FA_0002
169 / P1_FA_0002,169,20200110_Harm2_4GHz_0169.d,20200318222838286-2484844,20200110_Plate1_050,P1_FA_0002,P001:179 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0002,Batch2_0110 DATA::169 / P1_FA_0002
170 / P1_FA_0002,170,20200110_Harm2_4GHz_0170.d,20200318222839277-2484845,20200110_Plate1_050,P1_FA_0002,P001:180 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0002,Batch2_0110 DATA::170 / P1_FA_0002
171 / water,171,20200110_Harm2_4GHz_0171.d,20200318222840207-2484846,ctrl_p01_c1,water,P001:181 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::171 / water
172 / water,172,20200110_Harm2_4GHz_0172.d,20200318222841165-2484847,ctrl_p01_c2,water,P001:182 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::172 / water
173 / P1_FA_0004,173,20200110_Harm2_4GHz_0173.d,20200318222842141-2484848,20200110_Plate1_051,P1_FA_0004,P001:183 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0004,Batch2_0110 DATA::173 / P1_FA_0004
174 / P1_FA_0004,174,20200110_Harm2_4GHz_0174.d,20200318222843156-2484849,20200110_Plate1_051,P1_FA_0004,P001:184 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0004,Batch2_0110 DATA::174 / P1_FA_0004
175 / P1_FA_0004,175,20200110_Harm2_4GHz_0175.d,20200318222844164-2484850,20200110_Plate1_051,P1_FA_0004,P001:185 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0004,Batch2_0110 DATA::175 / P1_FA_0004
176 / water,176,20200110_Harm2_4GHz_0176.d,20200318222845273-2484851,ctrl_p01_c1,water,P001:186 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::176 / water
177 / water,177,20200110_Harm2_4GHz_0177.d,20200318222846275-2484852,ctrl_p01_c2,water,P001:187 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::177 / water
178 / P1_Bio_2048,178,20200110_Harm2_4GHz_0178.d,20200318222847295-2484853,20200110_Plate1_036,P1_Bio_2048,P001:188 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_2048,Batch2_0110 DATA::178 / P1_Bio_2048
179 / P1_Bio_2048,179,20200110_Harm2_4GHz_0179.d,20200318222848272-2484854,20200110_Plate1_036,P1_Bio_2048,P001:189 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_2048,Batch2_0110 DATA::179 / P1_Bio_2048
180 / P1_Bio_2048,180,20200110_Harm2_4GHz_0180.d,20200318222849238-2484855,20200110_Plate1_036,P1_Bio_2048,P001:190 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_2048,Batch2_0110 DATA::180 / P1_Bio_2048
181 / P1_PP_0256,181,20200110_Harm2_4GHz_0181.d,20200318222850243-2484856,20200110_Plate1_069,P1_PP_0256,P001:193 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0256,Batch2_0110 DATA::181 / P1_PP_0256
182 / P1_PP_0256,182,20200110_Harm2_4GHz_0182.d,20200318222851286-2484857,20200110_Plate1_069,P1_PP_0256,P001:194 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0256,Batch2_0110 DATA::182 / P1_PP_0256
183 / P1_PP_0256,183,20200110_Harm2_4GHz_0183.d,20200318222852242-2484858,20200110_Plate1_069,P1_PP_0256,P001:195 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0256,Batch2_0110 DATA::183 / P1_PP_0256
184 / P1_FA_0001,184,20200110_Harm2_4GHz_0184.d,20200318222853221-2484859,20200110_Plate1_049,P1_FA_0001,P001:198 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0001,Batch2_0110 DATA::184 / P1_FA_0001
185 / P1_FA_0001,185,20200110_Harm2_4GHz_0185.d,20200318222854227-2484860,20200110_Plate1_049,P1_FA_0001,P001:199 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0001,Batch2_0110 DATA::185 / P1_FA_0001
186 / P1_FA_0001,186,20200110_Harm2_4GHz_0186.d,20200318222855171-2484861,20200110_Plate1_049,P1_FA_0001,P001:200 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0001,Batch2_0110 DATA::186 / P1_FA_0001
187 / water,187,20200110_Harm2_4GHz_0187.d,20200318222856164-2484862,ctrl_p01_c1,water,P001:201 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::187 / water
188 / water,188,20200110_Harm2_4GHz_0188.d,20200318222857188-2484863,ctrl_p01_c2,water,P001:202 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::188 / water
189 / P1_SRM_2048,189,20200110_Harm2_4GHz_0189.d,20200318222858219-2484864,20200110_Plate1_012,P1_SRM_2048,P001:203 seq1,srm,Batch2_0110 DATA,P1_SRM_2048,Batch2_0110 DATA::189 / P1_SRM_2048
190 / P1_SRM_2048,190,20200110_Harm2_4GHz_0190.d,20200318222859189-2484865,20200110_Plate1_012,P1_SRM_2048,P001:204 seq1,srm,Batch2_0110 DATA,P1_SRM_2048,Batch2_0110 DATA::190 / P1_SRM_2048
191 / P1_SRM_2048,191,20200110_Harm2_4GHz_0191.d,20200318222900249-2484866,20200110_Plate1_012,P1_SRM_2048,P001:205 seq1,srm,Batch2_0110 DATA,P1_SRM_2048,Batch2_0110 DATA::191 / P1_SRM_2048
192 / P1_SRM_1024,192,20200110_Harm2_4GHz_0192.d,20200318222901316-2484867,20200110_Plate1_011,P1_SRM_1024,P001:208 seq1,srm,Batch2_0110 DATA,P1_SRM_1024,Batch2_0110 DATA::192 / P1_SRM_1024
193 / P1_SRM_1024,193,20200110_Harm2_4GHz_0193.d,20200318222902274-2484868,20200110_Plate1_011,P1_SRM_1024,P001:209 seq1,srm,Batch2_0110 DATA,P1_SRM_1024,Batch2_0110 DATA::193 / P1_SRM_1024
194 / P1_SRM_1024,194,20200110_Harm2_4GHz_0194.d,20200318222903333-2484869,20200110_Plate1_011,P1_SRM_1024,P001:210 seq1,srm,Batch2_0110 DATA,P1_SRM_1024,Batch2_0110 DATA::194 / P1_SRM_1024
195 / P1_FA_0016,195,20200110_Harm2_4GHz_0195.d,20200318222904344-2484870,20200110_Plate1_053,P1_FA_0016,P001:213 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0016,Batch2_0110 DATA::195 / P1_FA_0016
196 / P1_FA_0016,196,20200110_Harm2_4GHz_0196.d,20200318222905344-2484871,20200110_Plate1_053,P1_FA_0016,P001:214 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0016,Batch2_0110 DATA::196 / P1_FA_0016
197 / P1_FA_0016,197,20200110_Harm2_4GHz_0197.d,20200318222906335-2484872,20200110_Plate1_053,P1_FA_0016,P001:215 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0016,Batch2_0110 DATA::197 / P1_FA_0016
198 / water,198,20200110_Harm2_4GHz_0198.d,20200318222907341-2484873,ctrl_p01_c1,water,P001:216 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::198 / water
199 / water,199,20200110_Harm2_4GHz_0199.d,20200318222908310-2484874,ctrl_p01_c2,water,P001:217 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::199 / water
200 / P1_FA_0032,200,20200110_Harm2_4GHz_0200.d,20200318222909304-2484875,20200110_Plate1_054,P1_FA_0032,P001:218 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0032,Batch2_0110 DATA::200 / P1_FA_0032
201 / P1_FA_0032,201,20200110_Harm2_4GHz_0201.d,20200318222910290-2484876,20200110_Plate1_054,P1_FA_0032,P001:219 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0032,Batch2_0110 DATA::201 / P1_FA_0032
202 / P1_FA_0032,202,20200110_Harm2_4GHz_0202.d,20200318222911324-2484877,20200110_Plate1_054,P1_FA_0032,P001:220 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0032,Batch2_0110 DATA::202 / P1_FA_0032
203 / water,203,20200110_Harm2_4GHz_0203.d,20200318222912324-2484878,ctrl_p01_c1,water,P001:221 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::203 / water
204 / water,204,20200110_Harm2_4GHz_0204.d,20200318222913337-2484879,ctrl_p01_c2,water,P001:222 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::204 / water
205 / P1_FA_2048,205,20200110_Harm2_4GHz_0205.d,20200318222914325-2484880,20200110_Plate1_060,P1_FA_2048,P001:223 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_2048,Batch2_0110 DATA::205 / P1_FA_2048
206 / P1_FA_2048,206,20200110_Harm2_4GHz_0206.d,20200318222915344-2484881,20200110_Plate1_060,P1_FA_2048,P001:224 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_2048,Batch2_0110 DATA::206 / P1_FA_2048
207 / P1_FA_2048,207,20200110_Harm2_4GHz_0207.d,20200318222916348-2484882,20200110_Plate1_060,P1_FA_2048,P001:225 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_2048,Batch2_0110 DATA::207 / P1_FA_2048
208 / P1_AA_0001,208,20200110_Harm2_4GHz_0208.d,20200318222917355-2484883,20200110_Plate1_037,P1_AA_0001,P001:228 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0001,Batch2_0110 DATA::208 / P1_AA_0001
209 / P1_AA_0001,209,20200110_Harm2_4GHz_0209.d,20200318222918469-2484884,20200110_Plate1_037,P1_AA_0001,P001:229 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0001,Batch2_0110 DATA::209 / P1_AA_0001
210 / P1_AA_0001,210,20200110_Harm2_4GHz_0210.d,20200318222919570-2484885,20200110_Plate1_037,P1_AA_0001,P001:230 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0001,Batch2_0110 DATA::210 / P1_AA_0001
211 / water,211,20200110_Harm2_4GHz_0211.d,20200318222920719-2484886,ctrl_p01_c1,water,P001:231 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::211 / water
212 / water,212,20200110_Harm2_4GHz_0212.d,20200318222921789-2484887,ctrl_p01_c2,water,P001:232 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::212 / water
213 / P1_PP_0008,213,20200110_Harm2_4GHz_0213.d,20200318222922890-2484888,20200110_Plate1_064,P1_PP_0008,P001:233 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0008,Batch2_0110 DATA::213 / P1_PP_0008
214 / P1_PP_0008,214,20200110_Harm2_4GHz_0214.d,20200318222923893-2484889,20200110_Plate1_064,P1_PP_0008,P001:234 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0008,Batch2_0110 DATA::214 / P1_PP_0008
215 / P1_PP_0008,215,20200110_Harm2_4GHz_0215.d,20200318222924848-2484890,20200110_Plate1_064,P1_PP_0008,P001:235 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0008,Batch2_0110 DATA::215 / P1_PP_0008
216 / water,216,20200110_Harm2_4GHz_0216.d,20200318222925833-2484891,ctrl_p01_c1,water,P001:236 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::216 / water
217 / water,217,20200110_Harm2_4GHz_0217.d,20200318222926818-2484892,ctrl_p01_c2,water,P001:237 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::217 / water
218 / P1_Bio_0001,218,20200110_Harm2_4GHz_0218.d,20200318222927856-2484893,20200110_Plate1_025,P1_Bio_0001,P001:238 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0001,Batch2_0110 DATA::218 / P1_Bio_0001
219 / P1_Bio_0001,219,20200110_Harm2_4GHz_0219.d,20200318222929211-2484894,20200110_Plate1_025,P1_Bio_0001,P001:239 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0001,Batch2_0110 DATA::219 / P1_Bio_0001
220 / P1_Bio_0001,220,20200110_Harm2_4GHz_0220.d,20200318222930440-2484895,20200110_Plate1_025,P1_Bio_0001,P001:240 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_0001,Batch2_0110 DATA::220 / P1_Bio_0001
221 / water,221,20200110_Harm2_4GHz_0221.d,20200318222931806-2484896,ctrl_p01_c1,water,P001:241 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::221 / water
222 / water,222,20200110_Harm2_4GHz_0222.d,20200318222933071-2484897,ctrl_p01_c2,water,P001:242 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::222 / water
223 / P1_PP_0032,223,20200110_Harm2_4GHz_0223.d,20200318222934161-2484898,20200110_Plate1_066,P1_PP_0032,P001:243 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0032,Batch2_0110 DATA::223 / P1_PP_0032
224 / P1_PP_0032,224,20200110_Harm2_4GHz_0224.d,20200318222935178-2484899,20200110_Plate1_066,P1_PP_0032,P001:244 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0032,Batch2_0110 DATA::224 / P1_PP_0032
225 / P1_PP_0032,225,20200110_Harm2_4GHz_0225.d,20200318222936244-2484900,20200110_Plate1_066,P1_PP_0032,P001:245 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0032,Batch2_0110 DATA::225 / P1_PP_0032
226 / water,226,20200110_Harm2_4GHz_0226.d,20200318222937254-2484901,ctrl_p01_c1,water,P001:246 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::226 / water
227 / water,227,20200110_Harm2_4GHz_0227.d,20200318222938285-2484902,ctrl_p01_c2,water,P001:247 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::227 / water
228 / P1_PP_0016,228,20200110_Harm2_4GHz_0228.d,20200318222939371-2484903,20200110_Plate1_065,P1_PP_0016,P001:248 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0016,Batch2_0110 DATA::228 / P1_PP_0016
229 / P1_PP_0016,229,20200110_Harm2_4GHz_0229.d,20200318222940384-2484904,20200110_Plate1_065,P1_PP_0016,P001:249 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0016,Batch2_0110 DATA::229 / P1_PP_0016
230 / P1_PP_0016,230,20200110_Harm2_4GHz_0230.d,20200318222941415-2484905,20200110_Plate1_065,P1_PP_0016,P001:250 seq1,formal_or_unknown,Batch2_0110 DATA,P1_PP_0016,Batch2_0110 DATA::230 / P1_PP_0016
231 / water,231,20200110_Harm2_4GHz_0231.d,20200318222942442-2484906,ctrl_p01_c1,water,P001:251 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::231 / water
232 / water,232,20200110_Harm2_4GHz_0232.d,20200318222943472-2484907,ctrl_p01_c2,water,P001:252 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::232 / water
233 / P1_AA_0128,233,20200110_Harm2_4GHz_0233.d,20200318222944431-2484908,20200110_Plate1_044,P1_AA_0128,P001:253 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0128,Batch2_0110 DATA::233 / P1_AA_0128
234 / P1_AA_0128,234,20200110_Harm2_4GHz_0234.d,20200318222945433-2484909,20200110_Plate1_044,P1_AA_0128,P001:254 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0128,Batch2_0110 DATA::234 / P1_AA_0128
235 / P1_AA_0128,235,20200110_Harm2_4GHz_0235.d,20200318222946442-2484910,20200110_Plate1_044,P1_AA_0128,P001:255 seq1,formal_or_unknown,Batch2_0110 DATA,P1_AA_0128,Batch2_0110 DATA::235 / P1_AA_0128
236 / water,236,20200110_Harm2_4GHz_0236.d,20200318222947436-2484911,ctrl_p01_c1,water,P001:256 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::236 / water
237 / water,237,20200110_Harm2_4GHz_0237.d,20200318222948460-2484912,ctrl_p01_c2,water,P001:257 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::237 / water
238 / P1_FA_0256,238,20200110_Harm2_4GHz_0238.d,20200318222949458-2484913,20200110_Plate1_057,P1_FA_0256,P001:258 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0256,Batch2_0110 DATA::238 / P1_FA_0256
239 / P1_FA_0256,239,20200110_Harm2_4GHz_0239.d,20200318222950472-2484914,20200110_Plate1_057,P1_FA_0256,P001:259 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0256,Batch2_0110 DATA::239 / P1_FA_0256
240 / P1_FA_0256,240,20200110_Harm2_4GHz_0240.d,20200318222951499-2484915,20200110_Plate1_057,P1_FA_0256,P001:260 seq1,formal_or_unknown,Batch2_0110 DATA,P1_FA_0256,Batch2_0110 DATA::240 / P1_FA_0256
241 / water,241,20200110_Harm2_4GHz_0241.d,20200318222952520-2484916,ctrl_p01_c1,water,P001:261 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::241 / water
242 / water,242,20200110_Harm2_4GHz_0242.d,20200318222953549-2484917,ctrl_p01_c2,water,P001:262 seq1 control,water,Batch2_0110 DATA,water,Batch2_0110 DATA::242 / water
243 / P1_Bio_1024,243,20200110_Harm2_4GHz_0243.d,20200318222954570-2484918,20200110_Plate1_035,P1_Bio_1024,P001:263 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_1024,Batch2_0110 DATA::243 / P1_Bio_1024
244 / P1_Bio_1024,244,20200110_Harm2_4GHz_0244.d,20200318222955578-2484919,20200110_Plate1_035,P1_Bio_1024,P001:264 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_1024,Batch2_0110 DATA::244 / P1_Bio_1024
245 / P1_Bio_1024,245,20200110_Harm2_4GHz_0245.d,20200318222956571-2484920,20200110_Plate1_035,P1_Bio_1024,P001:265 seq1,formal_or_unknown,Batch2_0110 DATA,P1_Bio_1024,Batch2_0110 DATA::245 / P1_Bio_1024
001 / burnin,1,20200124_Harm2_4GHz_0001.d,20200318225826268-2486779,burnin1,burnin,P001:001 seq1 control,burnin,Batch3_0124 DATA,burnin,Batch3_0124 DATA::001 / burnin
002 / burnin,2,20200124_Harm2_4GHz_0002.d,20200318225827449-2486780,burnin2,burnin,P001:002 seq1 control,burnin,Batch3_0124 DATA,burnin,Batch3_0124 DATA::002 / burnin
003 / burnin,3,20200124_Harm2_4GHz_0003.d,20200318225828544-2486781,burnin3,burnin,P001:003 seq1 control,burnin,Batch3_0124 DATA,burnin,Batch3_0124 DATA::003 / burnin
004 / burnin,4,20200124_Harm2_4GHz_0004.d,20200318225829604-2486782,burnin4,burnin,P001:004 seq1 control,burnin,Batch3_0124 DATA,burnin,Batch3_0124 DATA::004 / burnin
005 / burnin,5,20200124_Harm2_4GHz_0005.d,20200318225830629-2486783,burnin5,burnin,P001:005 seq1 control,burnin,Batch3_0124 DATA,burnin,Batch3_0124 DATA::005 / burnin
006 / water,6,20200124_Harm2_4GHz_0006.d,20200318225831689-2486784,ctrl_p01_c1,water,P001:006 seq1 control,water,Batch3_0124 DATA,water,Batch3_0124 DATA::006 / water
